avg_count_5s,avg_count_10s,avg_count_30s,tot_dist,avg_vel,paste_count,IP_country_code,risk
4.31,3.62,11.44,2250.64,1.23,0,DE,low
3.62,5.36,11.23,3140.28,1.09,0,US,low
3.05,5.32,8.52,4282.76,1.99,0,CL,low
3.22,3.77,8.42,5290.43,1.6,0,UK,low
4.67,3.85,12.54,2014.42,1.7,0,NO,low
4.32,5.14,11.77,4318.29,1.95,0,IR,low
4.1,4.78,11.21,3434.73,1.89,0,NO,low
3.36,5.79,12.23,4141.32,1.81,0,DE,low
3.27,7.08,10.2,3131.93,1.62,0,IN,low
4.76,5.63,8.79,2827.82,1.87,0,JP,low
0,0,0,3500.7,1.11,0,DE,low
3.44,7.47,8.89,2904.88,1.88,0,US,low
4.68,4.84,14.68,3540.1,1.94,0,NO,low
3.15,7.76,14.9,5341.33,1.68,0,DE,low
4.88,3.36,9.78,5294.55,1.73,0,US,low
3.18,5.31,12.63,4487.87,1.55,0,IR,low
3.27,7.02,8.06,4478.91,1.22,0,IR,low
3.23,3.65,14.85,4481.46,1.41,0,CA,low
3.02,3.85,0,2925.39,1.49,0,CL,low
3.67,6.21,12.71,2273.18,1.29,0,NO,low
3.93,5.6,12.59,4021.22,1.54,0,DE,low
3.03,4.59,11.53,3013.16,1.04,0,UK,low
3.6,7.05,13.27,2682.38,1.96,0,AT,low
4.74,4.77,14.7,5492.15,1.83,0,AT,low
4.81,6.35,12.2,3367.03,1.45,0,IN,low
3.59,3.52,13.09,4223.42,1.35,0,IR,low
4.77,7.36,9.06,3282.37,1.53,0,UK,low
4.15,7.83,11.39,4495.94,1.67,0,IN,low
3.37,5.15,9.71,3095.38,1.51,0,CL,low
4.91,6.34,0,3533.5,1.83,0,AT,low
3.51,6.81,13.89,2244.77,1.73,0,AT,low
3.31,3.37,10.02,2389.26,1.49,0,IN,low
4.73,7.81,13.55,2947.72,1.79,0,US,low
4.75,4.1,0,3425.42,1.64,0,UK,low
4.56,5.83,9.35,2737.62,1.5,0,IN,low
4.29,4.51,9.97,5606.4,1.07,0,DE,low
4.38,4.61,9.33,5866.48,1.8,0,DE,low
4.57,7.18,0,5490.33,1.96,0,IN,low
4.97,4.73,14.96,3104.05,1.34,0,AT,low
3.12,6.32,9.26,4041.66,1.08,0,CL,low
4.09,6.23,11.85,4374.36,1.78,0,IN,low
4.5,7.44,9.61,3277.41,1.47,0,CL,low
4.13,5.3,8.75,4711.02,1.52,0,AT,low
4.61,6.79,12.07,3055.23,1.74,0,IN,low
3.09,5.49,8.72,3560.15,1.51,0,AT,low
3.95,7.35,9.94,3239.67,1.15,0,UK,low
4.64,5.67,13.73,3325.39,1.18,0,DE,low
4.01,6.77,13.58,4240.84,1.01,0,JP,low
3.46,4.37,10.44,3787.18,1.3,0,CA,low
4.63,7.28,11.83,2013.09,1.46,0,DE,low
3.95,6.15,11.3,5382.03,1.37,0,NO,low
4.11,5.92,0,2240.3,1.57,0,CL,low
4.82,6.6,11.78,3642.19,1.4,0,IN,low
3.41,6.44,8.52,2462.33,1.27,0,JP,low
3.01,5.28,11.52,5627.22,1.43,0,DE,low
4.42,6.8,10.68,4353.52,1.05,0,AT,low
4.64,6.57,8.3,4196.38,1.81,0,IR,low
3.75,7.41,10.57,4302.72,1.69,0,IR,low
5,3.77,14.95,2241.32,1.76,0,CA,low
3.7,6.89,11.38,5928.68,1.08,0,CA,low
4.87,5.48,11.25,5652.99,1.29,0,IN,low
3.35,5.98,11.94,3828.03,1.49,0,IN,low
3.09,5.54,8.66,2013.59,1.04,0,CA,low
4,5.88,10.26,4893.18,1.88,0,JP,low
4.9,5.07,0,3413.56,1.11,0,CA,low
3.8,7.83,0,3120.84,1.04,0,UK,low
3.55,6.47,11.82,4576.15,1.4,0,IR,low
3.7,7.75,0,2176,1.28,0,AT,low
3.55,7.38,9.06,3421.38,1.21,0,DE,low
3.57,4.27,11.82,5167.57,1.83,0,IR,low
3.14,7.72,10.16,2922.4,1.87,0,UK,low
3.71,4.59,10.24,3755.59,1.46,0,CL,low
4.74,3.16,10.35,4380.26,1.12,0,JP,low
4.82,6.73,11.21,4728.81,1.37,0,DE,low
4.01,6.46,9.87,4818.43,1.56,0,JP,low
3.74,4.27,11.53,4229.68,1.1,0,AT,low
4.05,3.02,11.92,5241.25,1.46,0,JP,low
4.16,3.71,11.25,4049.34,1.61,0,CL,low
4.96,7.03,12.5,2454.51,1.27,0,CL,low
3.97,5.06,11.07,2596.45,1.73,0,IN,low
3.65,5.52,13.6,0,0,0,JP,low
4.38,3.95,13.7,2696.64,1.36,0,IR,low
4.26,3.6,11.53,5806.95,1.02,0,UK,low
4.82,3.36,11.77,2126.42,1.83,0,CL,low
4.42,7.7,8.84,2004.97,1.92,0,CL,low
3.15,3.33,10.28,2610.71,1.06,0,CA,low
3.91,4.06,13.32,3790.24,1.72,0,CL,low
3.96,7,10.21,5358.39,1.72,0,JP,low
4.39,7.61,10.76,5145.51,1.13,0,IN,low
3.22,5.11,8.26,2060.69,1.32,0,CA,low
3.49,4.96,10.87,5404.47,1.83,0,IR,low
4.52,5.69,14.45,3768.67,1.77,0,UK,low
4.14,5.69,9.11,3147.19,1.54,0,IR,low
3.94,7.78,14.35,3993.44,1.16,0,IR,low
3.73,5.05,13.66,2378.83,1.02,0,JP,low
4.33,4.18,9.73,4012.56,1.47,0,IN,low
3.2,3.86,10.67,0,0,0,NO,low
4.36,7.34,14.68,5026.98,1.68,0,NO,low
4.71,4.35,13.68,4364.45,1.58,0,NO,low
4.9,5.67,14.25,4810.73,1.44,0,IN,low
4.08,3.4,9.31,4237.78,1.51,0,IN,low
3.76,6.55,8.92,3299.44,1.78,0,CL,low
4.32,5.43,12.36,3646.47,1.99,0,AT,low
3.35,4.08,10.35,3298.79,1.27,0,IN,low
4.72,6.87,0,5695.18,1.19,0,AT,low
3.78,6.3,13.82,3170.75,1.5,0,US,low
4.62,4.71,8.13,3015.3,1.58,0,CA,low
3.99,5.52,13.36,5857.22,1.18,0,UK,low
4.38,6.99,11.23,2022.06,1.33,0,NO,low
3.83,4.46,11.37,5001.39,1.37,0,DE,low
3.74,3.23,13.2,5039.71,1.05,0,IN,low
3.58,4.69,10.75,2318.22,1.6,0,CL,low
3.71,3.05,14.64,3992.35,1.54,0,DE,low
4.68,6.14,9.44,2834.46,1.42,0,IN,low
4.31,6.49,12.91,3436.97,1.29,0,CA,low
3.51,6.75,9.79,5712.83,1.27,0,JP,low
4.43,7.7,13.02,4024.24,1.75,0,CA,low
3.35,7.85,12.74,5992.09,1.45,0,NO,low
3.36,7.27,12.21,4264.87,1.49,0,JP,low
4.59,3.56,10.58,5757.89,1.84,0,IR,low
4.97,5.84,11.79,3846.95,1.78,0,IR,low
4.79,4.14,13.63,3659.26,1.76,0,NO,low
3.31,3.98,8.15,5209.26,1.69,0,US,low
3.38,5.6,13.42,5181.87,1.27,0,AT,low
3.85,5.94,8.06,3375.1,1.12,0,JP,low
4.39,5.16,11.49,3296.51,1.66,0,NO,low
3.61,3.28,14.87,5767.05,1.87,0,CA,low
3.14,5,12.29,4215,1.07,0,CL,low
3.02,3.95,14.85,5261.84,1.16,0,CA,low
3.47,6.39,8.2,3051.93,1.73,0,AT,low
4.27,5.44,8.67,5938.87,1.15,0,CL,low
3.63,0,0,4807.02,1.44,0,IN,low
4.9,4.62,10.22,2883.82,1.51,0,IR,low
3.69,6.76,8.28,5214.39,1.36,0,CL,low
3.97,5.95,8.63,2317.21,1.25,0,JP,low
3.16,7.22,13.1,2849.94,1.4,0,CA,low
3.57,5.5,0,3053.07,1.5,0,CL,low
3.18,5.17,8.35,4035.95,1.68,0,UK,low
4.49,7.83,14.64,5481.71,1.68,0,AT,low
3.62,4.29,14.57,3151.86,1.84,0,NO,low
3.69,6.99,9,4007.32,1.12,0,CL,low
3.56,3.89,12.89,2074.45,1.05,0,US,low
3.64,5.54,10.95,4541.01,1.19,0,NO,low
3.98,5.85,9.76,3590.26,1.42,0,US,low
4,3.78,8.95,3708.97,1.92,0,CA,low
4.86,4.34,0,0,0,0,UK,low
3.67,6.94,8.49,4370.88,1.21,0,IR,low
4.76,3.43,9.54,5569.25,1.16,0,JP,low
3.05,4.75,12.54,5304.18,1.3,0,IR,low
4.65,4.68,12.53,4342.8,1.49,0,CL,low
3.78,6.16,13.48,3516.56,1.43,0,DE,low
3.56,3.29,13.84,4219.9,1.32,0,IR,low
4.72,3.73,13.12,4536.95,1.38,0,DE,low
4.68,3.53,13.65,4179.24,1.4,0,US,low
3.3,0,0,5437.82,1.6,0,CA,low
3.35,6.53,8.04,4537.42,1.3,0,IN,low
4.44,6.55,9.74,5679.64,1.31,0,UK,low
4.85,6.74,11.18,4326.94,1.58,0,JP,low
3.04,5.94,12.6,2600.86,1.77,0,IN,low
4.82,5.52,14.73,4706.18,1.49,0,CA,low
4.29,6.59,9.93,2122.26,1.14,0,CA,low
3.02,6.84,8.43,4701.29,1.82,0,AT,low
4.7,4.7,11.14,2490.6,1.67,0,DE,low
3.8,5.96,8.79,2726.48,1.43,0,IR,low
4.22,3.77,12.09,4202.49,1.52,0,NO,low
4.18,7.31,11.91,3197.91,1.73,0,IR,low
4.38,5.05,13.22,5396.77,1.32,0,IR,low
4.32,6,11.74,4995.28,1.7,0,CL,low
3.92,6.33,0,3948.93,1.82,0,CL,low
4.09,7.09,11.37,3074.61,1.71,0,IR,low
3.31,7.71,9.14,4273.39,1.83,0,UK,low
4.1,4.59,12.31,5481.56,1.93,0,AT,low
4.05,5.46,0,5311.66,1.52,0,NO,low
3.88,6.89,12.27,4024.98,1.01,0,NO,low
3.32,4.85,8.46,4820.49,1.78,0,US,low
3.16,5.58,10.85,2705.21,1.31,0,CA,low
4.44,3.35,10.96,5354.61,1.99,0,JP,low
4.43,6.94,10.76,4196.1,1.69,0,IN,low
3.87,3.67,11.82,4245.95,1.83,0,DE,low
4.89,5.27,8.09,2800.85,1.4,0,CL,low
4.93,7.24,11.68,2935.32,1.62,0,US,low
4.63,5.81,14.22,4217.56,1.36,0,US,low
3.59,7.82,14.15,5652.94,1.5,0,NO,low
3.35,3.11,8.5,4911.89,1.75,0,IN,low
4.86,6.5,12.6,3513.53,1.11,0,CA,low
4.64,7.74,13.42,4008.77,1.93,0,AT,low
3.78,6.13,13.2,2513.07,1.94,0,DE,low
4.53,4.2,10.48,5207.65,1.46,0,NO,low
4.26,5.07,12.18,4783.63,1.86,0,UK,low
3.98,4.02,11.16,3935.84,1.18,0,CA,low
3.12,5.75,10.92,3414.41,1.69,0,DE,low
4.78,3.38,10.96,2089.6,1.47,0,JP,low
3.96,3.98,14.68,2431.82,1.4,0,IR,low
3.06,6.09,8.39,3582.54,1.67,0,IN,low
3.19,7.49,13.29,5624.53,1.48,0,DE,low
3.88,5.67,10.6,4251.53,1.78,0,UK,low
4.41,4.3,11.53,2389.64,1.85,0,US,low
4.58,4.65,12.63,5770.04,1.4,0,AT,low
3.34,4.92,12.7,4087.26,1.53,0,IR,low
4.75,5.26,8.72,2220.64,1.83,0,CL,low
3.87,6.14,12.24,3657.89,1.08,0,NO,low
3.75,8,0,3767.04,1.82,0,JP,low
4.77,3.11,8.95,5560.7,1.19,0,AT,low
3.43,7.27,8.57,3262.16,1.86,0,DE,low
3.26,0,0,4059.51,1.48,0,UK,low
4.36,4.69,12.37,5818.14,1.38,0,US,low
3.35,3.2,11.01,3461.81,1.07,0,IR,low
3.09,6.31,12.98,4094.02,1.97,0,IN,low
4.92,4.47,8.76,2146.89,1.48,0,UK,low
4.57,5.82,0,5032.19,1.49,0,IR,low
4.69,7.99,0,5594.12,1.61,0,AT,low
4.08,6.39,8.04,5342.31,1.25,0,CA,low
4.65,5.7,0,3566.45,1.1,0,JP,low
4.59,6.12,14.85,5372.08,1.05,0,CA,low
3.82,3.81,12.6,2257.35,1.5,0,JP,low
4.17,5.86,14.97,5995.71,1.38,0,JP,low
4.08,6.68,9.24,2172.34,1.93,0,UK,low
3.1,3.73,14.74,2787.13,1.55,0,CA,low
4.98,7.05,13.08,5689.45,1.15,0,AT,low
3.67,5.61,10.65,4810.04,1.21,0,US,low
4.78,3.28,13.85,3767.12,1.71,0,CL,low
4.27,6.09,8.28,5066.06,1.39,0,IR,low
4.34,6.68,10.99,2363.22,1.75,0,UK,low
3.27,6.21,13.53,3782.8,1.45,0,US,low
3.3,4.65,9.05,2030.18,1.66,0,CA,low
4.76,7.7,0,3331.97,1.69,0,NO,low
4.49,7.54,14.71,3467.86,1.88,0,CL,low
3.43,7.86,8.72,4569.27,1.01,0,IN,low
3.73,6.74,14.03,3771.13,1.13,0,UK,low
4.72,3.69,8.13,5574.6,1.82,0,IR,low
3.1,7.04,8.91,2709.42,1.26,0,CA,low
3.28,7.84,9.54,2046.25,1.3,0,AT,low
4.72,6.05,8.04,2730.78,1.61,0,CL,low
4.87,7.9,9.7,3896.65,1.66,0,DE,low
4.04,7.56,11.87,2973.66,1.54,0,JP,low
3.4,5.52,11.09,5416.01,1.21,0,JP,low
3.9,6.67,13.83,2832.26,1.35,0,CL,low
3.13,5.06,8.51,5844.14,1.39,0,CL,low
4.08,5.16,8.65,4887.06,1.36,0,UK,low
3.89,7.02,11.49,5302.91,1.9,0,CA,low
4.13,6.89,14.31,4361.87,1.84,0,IR,low
4.92,0,0,2517.45,1.27,0,AT,low
3.82,4.65,12.87,3344.98,1.12,0,NO,low
3.87,6.91,11.07,2295.88,1.48,0,IR,low
4.28,6.81,10.21,2555.99,1.27,0,CA,low
3.44,0,0,4680.27,1.44,0,UK,low
3.83,5.77,8.67,3696.07,1.97,0,US,low
3.14,4.69,0,2152.14,1.15,0,IN,low
4.26,4.83,10.16,5733.25,1.24,0,US,low
3.95,3.5,12.24,4665.91,1.84,0,UK,low
3.4,4.46,13.92,2004.2,1.35,0,CL,low
3.68,3.88,11.83,4084.95,1.04,0,IN,low
3.28,7.57,9.5,4959.05,1.08,0,UK,low
4.17,5.2,13.98,5527.33,1.37,0,CA,low
3.11,5.98,10.67,3664.93,1.08,0,DE,low
3.77,7.11,11.3,4300.22,1.84,0,IN,low
4.14,3.88,14.62,3128.43,1.41,0,DE,low
3.93,5.81,8.47,3418.51,1.31,0,DE,low
4.96,4.64,10.67,2782.46,1.79,0,NO,low
4.32,4.39,8.25,4092.25,1.27,0,IN,low
3.54,3.32,12.86,3850.16,1.16,0,UK,low
4.44,6.57,12.99,4796.45,1.18,0,US,low
4.24,5.86,13.9,5108.03,1.77,0,AT,low
4.5,7.24,11.65,4702.44,1.6,0,DE,low
3.32,5.9,8.55,4235.15,1.89,0,CA,low
3.17,6.03,14.61,2884.47,1.33,0,UK,low
4.15,4.98,11.29,3589.76,1.99,0,UK,low
3.19,7.36,13.64,2145.8,1.47,0,CA,low
3.51,5.63,12.91,3941.6,1.21,0,IN,low
4.92,6.69,10.96,5292.94,1.98,0,IR,low
3.05,6.73,10.8,2872.42,1.11,0,NO,low
3.69,3.03,12.9,3333.24,1.03,0,US,low
4.52,4.62,0,3746.55,1.87,0,CA,low
3.98,7.14,12.02,2459.6,1.99,0,NO,low
4.14,5.61,9.19,5783.95,1.45,0,NO,low
4.53,4.54,8.31,4830.96,1.35,0,US,low
4.99,6.56,10.31,5443.69,1.03,0,IR,low
3.52,5.37,10.9,5027.35,1.4,0,CL,low
3.26,3.41,8.79,2365.57,1.88,0,NO,low
4.56,4.45,13.6,5795.53,1.36,0,CL,low
3.08,4.46,14.04,5378.77,1.11,0,DE,low
3.14,5.86,11.68,3630.56,1.26,0,UK,low
3.2,4.83,14.47,2693.33,1.39,0,JP,low
4.55,7.76,13.42,3566.57,1.66,0,AT,low
4.64,7.72,12.4,3845.5,1.33,0,IR,low
4.39,4.97,9.11,3710.42,1.35,0,DE,low
4.01,5.57,0,2113.23,1.02,0,IR,low
4.86,6.87,11.77,4697.54,1.68,0,NO,low
4.06,7.69,10.81,2422.27,1.25,0,JP,low
3.24,4.28,11.65,4931.58,1.11,0,CA,low
3.22,7.24,14.23,2215.95,1.78,0,UK,low
4.42,6.36,14.69,5395.89,1.1,0,JP,low
3.97,7.93,12.31,4495.39,1.53,0,IR,low
4.42,4.81,9.14,3723.64,1.74,0,CA,low
3.28,5.83,13.2,3282.04,1.1,0,CL,low
3.97,4.18,9.24,5993.81,1.4,0,US,low
4.47,7.71,14.96,5546.67,1.7,0,CL,low
4.85,4.87,8.17,5186.57,1.21,0,US,low
4.11,6.42,9.49,2167.15,1.89,0,AT,low
4.63,5.59,12.89,2725.72,1.33,0,JP,low
4.94,5.79,8.78,2237.24,1.8,0,CL,low
4.75,4.18,8.56,4805.72,1.88,0,US,low
3.8,7.5,11.89,5701.01,1.76,0,IR,low
3.17,4.75,14.13,3809.18,1.19,0,IR,low
3.74,6.76,10.29,4098.56,1.16,0,IR,low
3.8,5.15,8.48,5271.58,1.7,0,NO,low
4.55,5.27,11.04,3716.72,1.03,0,CA,low
4.65,4.69,12.48,5449.26,1.59,0,JP,low
4.89,7.47,12.84,2981.12,1.6,0,UK,low
3.7,3.41,9.42,4606.82,1.3,0,JP,low
3.73,4.98,8.83,3630,1.07,0,DE,low
3.41,7.19,14.55,2898.14,1.65,0,US,low
3.92,5.8,14.93,5307.06,1.86,0,JP,low
4.91,5.7,11.49,4538.72,1.35,0,IR,low
4.36,6.97,8.34,5100.18,1.84,0,CA,low
3.14,7.46,9.95,2888.91,1.84,0,NO,low
3.54,7.37,13.89,5630.02,1.98,0,IN,low
4.14,6.46,13.24,0,0,0,JP,low
3.06,7.9,14.84,4667.84,1.83,0,US,low
4.28,6.05,10.92,5632.76,1.97,0,NO,low
3.01,3.27,10.16,4081.79,1.31,0,US,low
4.15,5.77,10.31,3747.27,1.35,0,DE,low
3.85,7.3,8.11,3945.11,1.61,0,CA,low
4.56,7.8,11.54,3278.12,1.9,0,JP,low
4.94,6.09,0,5446.33,1.6,0,US,low
4.71,3.85,11.2,5904.74,1.27,0,CL,low
3.06,7.89,11.64,4605.75,1.37,0,US,low
4.09,7.18,11.9,4186.35,1.19,0,US,low
3.65,7.71,12.57,4847.26,1.89,0,IR,low
3.83,6.4,10.09,4709.21,1.62,0,US,low
3.02,3.4,8.18,2962.11,1.09,0,US,low
4.72,7.69,13.16,5274.42,1.4,0,AT,low
4.58,3.45,11.36,3979,1.77,0,CL,low
3.24,7.83,11.58,4827.16,1.84,0,US,low
3.31,5.39,13.75,5752.83,1.66,0,CL,low
3.06,5.7,11.71,5285.43,1.05,0,AT,low
4.72,6.68,13.81,3412.1,1.84,0,NO,low
3.26,7.77,8.04,2970.4,1.51,0,UK,low
3.7,3.17,8.5,5832.98,1.52,0,IR,low
4,4.13,9.97,5706.7,1.69,0,UK,low
4.28,6.69,0,3415.38,1.52,0,AT,low
3.27,3.42,11.58,4396.95,1.24,0,IN,low
3.42,4.2,11.02,4412.26,1.43,0,UK,low
4.23,6.8,10.16,5217.48,1.52,0,US,low
4.85,4.31,12.78,5460.92,1.56,0,CL,low
4.61,5.74,10.91,2908.06,1.48,0,IN,low
3.7,6.97,11.75,2584.38,1.81,0,DE,low
3.76,5.97,9.7,3125.24,1.27,0,JP,low
4.8,7.51,11.56,2923.63,1.12,0,UK,low
4.61,6.26,8.12,3747.3,1.82,0,CA,low
4.57,5.47,14.57,5144.39,1.98,0,CA,low
3.66,4.7,9.53,2403.48,1.76,0,NO,low
3.59,5.98,12.97,5599.35,1.53,0,AT,low
3.45,7.44,14.92,5329.95,1.17,0,CA,low
3.7,6.27,14.17,2045.9,1.57,0,CL,low
3.54,3.58,9.2,2821.21,1.86,0,JP,low
3.8,3.59,8.21,5842.34,1.97,0,UK,low
4.32,4.91,8.85,2420.46,1.79,0,IN,low
4.23,4.81,9.59,5607.8,2,0,UK,low
3.66,7.65,11.7,2392.25,1.7,0,AT,low
3.57,5.95,10.22,4544.14,1.76,0,CA,low
4.25,4.62,9.39,4455.37,1.62,0,UK,low
4.88,4.63,10.77,2589.91,1.81,0,UK,low
4.5,4.81,8.75,3284.35,1.36,0,AT,low
3.65,6.45,13.96,0,0,0,CA,low
4.82,3.54,0,3472.23,1.51,0,IR,low
3.92,7.5,11.85,2105.58,1.76,0,CA,low
4.15,5.58,14.04,5553.69,1.64,0,IR,low
3.55,3.87,0,0,0,0,CL,low
3.94,6.85,10.03,4755.78,1.84,0,NO,low
4.28,5.51,0,2618.94,1.95,0,UK,low
4.35,5.78,13.33,5888.32,1.18,0,UK,low
3.58,7.7,10.69,4524.56,1.48,0,IN,low
3.1,4.56,12.1,2666.69,1.89,0,UK,low
4.43,7.57,10.92,3916.83,1.67,0,DE,low
3.34,5.48,11.9,5723.85,1.06,0,IN,low
3.88,4.21,0,5535.39,1.68,0,DE,low
3.1,3.31,11.37,5767.9,1.71,0,IR,low
4.77,6.87,11.72,2321.21,1.69,0,IR,low
3.53,4.39,11.02,2449.9,1.8,0,CL,low
4.85,7.14,11.45,4512.18,1.17,0,US,low
4.87,7.12,9.86,5580.97,1.67,0,IR,low
3.88,3.86,9.86,3862.28,1.3,0,IN,low
3.03,6.47,12.04,5987.7,1.77,0,IN,low
4.03,4.96,9.56,2437.58,1.95,0,NO,low
4.44,4.55,8.64,5606.04,1.23,0,DE,low
3.06,7.8,11.73,3869.52,1.09,0,IN,low
3.9,7.03,0,5649.49,1.24,0,IR,low
3.35,3.09,13.39,5745.22,1.53,0,UK,low
3.51,7.3,11.39,3208.03,1.37,0,JP,low
3.95,5.84,0,2742.84,1.07,0,IR,low
3.99,4.83,11.34,3608.26,1.57,2,JP,low
3.17,7.15,11.69,3386.39,1.41,3,JP,low
3.61,4.57,8.48,3661.9,1.71,2,IR,low
3.49,5.99,11.11,5445.55,1.26,1,IN,low
4.62,4.01,0,0,0,1,CL,low
3.67,3.21,10.95,3212.44,1.85,2,NO,low
3.64,5.95,10.36,4816.83,1.87,2,DE,low
4.79,4.12,10.54,5892.73,1.09,3,AT,low
4.77,6.65,9.2,5572.46,1.82,3,IR,low
3.96,6.09,14.91,2228.84,1.36,2,DE,low
4.14,7.2,14.23,5304.63,1.91,3,IR,low
3.13,6.02,13.36,3745.01,1.36,2,AT,low
4.86,5.37,8.36,2871.53,1.11,2,IR,low
4.42,7.21,12.63,3641.57,1.29,1,IN,low
3.53,4.32,0,4995.4,1.44,1,NO,low
4.16,7.43,0,4161.95,1.43,1,DE,low
3.32,5.04,12.32,5454.18,1.21,1,NO,low
3.79,4.11,13.6,2669.61,1.07,1,AT,low
4.62,3.39,8.4,2370.93,1.92,3,US,low
4.7,7.88,14.08,3879.69,1.78,2,JP,low
4.27,3.25,13.35,3781.51,1.05,2,AT,low
3.86,7.27,8.35,4922.51,1.24,1,IN,low
4.18,6.95,13.05,2059.54,2,3,DE,low
4.04,3.66,13.52,2084.05,1.22,2,IR,low
3.16,4.77,9.67,5696.87,1.46,3,JP,low
4,6.9,9.29,2105.23,1.39,2,JP,low
3.37,4.91,13.81,4985.88,1.96,1,IR,low
4.29,6.92,11.66,3825.32,1.32,2,UK,low
4.29,5.46,10.54,3988.07,1.25,2,AT,low
4.15,4.61,9.39,3180.28,1.49,2,CL,low
3.36,4.54,11.97,3780.11,1,1,NO,low
3.44,3.66,11.27,4981.18,1.5,2,CA,low
4.63,7.46,12.67,3986.59,1.45,2,IR,low
4.97,3.46,12.63,4899.97,1.69,2,CA,low
4.54,4.5,13.68,3002.99,1.6,2,DE,low
3.29,5.92,12.67,3227.37,1.64,2,DE,low
4.86,4.9,10.81,3441.9,1.4,2,AT,low
3.14,3.28,10.54,3430.83,1.97,1,IR,low
3.61,6.39,8.53,5986.88,1.3,3,DE,low
4.43,5.85,0,3312.8,1.74,2,NO,low
3.64,4.19,14.96,0,0,2,DE,low
4.1,4.47,11.87,5841.4,1.59,2,CA,low
4.51,4.6,13.51,5854.14,1.64,2,CL,low
4.4,6,12.57,4202.02,1.59,2,UK,low
4.69,3.29,12.71,5151.35,1.28,1,JP,low
3.43,4.29,11.44,3154.02,1.7,2,IR,low
3.72,6.09,10.54,4883.81,1.6,2,JP,low
4.85,4.17,11.91,2334.55,1.29,1,IN,low
4.38,4.95,8.3,4947.88,1.1,2,IR,low
3.6,5.79,13.27,3499.09,1.81,2,CL,low
4.92,8,9.34,2589.67,1.09,1,DE,low
4.89,7.5,11.21,5280.9,1.24,2,US,low
3.93,3.48,11.14,5174.83,1.69,2,NO,low
4.9,3.05,13.88,5306.99,1.07,3,UK,low
4.36,4.31,12.43,4526.65,1.64,2,AT,low
4.78,7.11,8.49,5165.92,1.72,1,IN,low
3.76,3.18,12.81,2934.66,1.56,2,IN,low
4.71,5.12,13.37,5122.03,1.93,1,US,low
4.4,4.53,14.02,5837.83,1.97,2,CL,low
4.64,4.35,9.91,2963.95,1.6,3,CA,low
4.94,7.63,13.39,4081.33,1.03,1,DE,low
3.24,7.31,10.6,3980.51,1.01,3,CA,low
3.56,5.22,8.36,5549.15,1.97,2,IN,low
3.81,6.75,11.85,3714.94,1.28,1,IR,low
3.7,5.98,0,5584.42,1.87,1,IN,low
3.44,7.28,10.63,3070.3,1.58,3,NO,low
4.62,6.37,8.04,2280.27,1.37,2,UK,low
3.83,5.88,12.04,4291.52,1.29,2,AT,low
4.34,7.57,11.89,5164.82,1.48,2,CL,low
3.07,4.21,12.15,3973.25,1.06,3,NO,low
4.97,7.64,11.42,2033.67,1.67,1,JP,low
3.39,3.92,9.28,4836.98,1.7,3,UK,low
3.45,5.82,14.07,4985.21,1.27,2,JP,low
4.14,4.6,0,4904.38,1.98,3,CA,low
4.38,6.22,13.19,3099.54,1.62,1,IN,low
4.76,4.56,11.14,5603.98,1.52,2,UK,low
4.61,4.13,14.88,0,0,1,NO,low
4.27,4.74,12.99,5231.7,1.18,1,UK,low
3.97,3.54,14.03,5725.62,1.7,1,CL,low
3.94,4.54,9.97,5428.11,1.25,2,AT,low
3.82,6.07,12.35,2535.97,1.48,2,CL,low
4.82,6.13,12.6,3529.1,1.88,2,IN,low
4.33,6.63,13.07,3710.24,1.81,1,CA,low
4.45,6.34,9.84,2334.07,1.35,1,US,low
3.15,4.58,12.82,5594.82,1.2,3,JP,low
3.36,4.42,14.96,5286.9,1.24,1,JP,low
3.53,5.29,9.09,2901.48,1.06,2,US,low
4.6,6.99,0,5540.24,1.2,2,AT,low
3.09,6.92,10.17,3958.04,1.74,1,CA,low
4.43,5.96,13.95,3259.71,1.57,2,CL,low
4.57,4.93,11.56,5840.3,1.04,1,AT,low
3.18,7.58,0,2577.39,1.94,1,AT,low
3.06,3.24,14.59,4425.23,1.58,1,JP,low
3.27,6.19,12.68,5661.92,1.06,2,US,low
0,0,0,2677.74,1.36,1,IN,low
3.52,4.39,14.48,4203.28,1.43,3,CA,low
3.9,4.35,13.64,4340.65,1.57,1,DE,low
4.92,3.28,12.24,4420.06,1.84,1,CL,low
3.32,4.83,8.09,4707.68,1.99,2,IR,low
4.46,4.81,8.69,3821.99,1.75,2,JP,low
3.64,7.77,9.63,2795.04,1.59,3,IN,low
6.75,6.94,20.38,7197.96,1.96,0,IN,medium
4.38,6.14,21.87,5468.36,1.13,1,US,medium
4.13,6.55,28.53,7811.77,2.69,0,BR,medium
6.26,9.22,27.23,6830.98,2.22,2,IN,medium
4.81,8.94,23.22,6126.24,2.51,0,BR,medium
6.73,9.63,17.71,4887.14,1.29,2,TR,medium
6.86,9.6,20.33,8214.96,1.86,0,IN,medium
6.97,8.05,18.15,8216.4,1.16,0,PK,medium
4.46,8.45,28.37,7505.89,1.29,3,US,medium
7.92,0,0,7192.65,2.24,0,IN,medium
7.57,9.4,22.43,5871.02,2.61,0,CL,medium
6.86,6.94,18.92,5307.23,1.89,0,RU,medium
6.36,9.83,14.8,6188.5,1.72,2,UK,medium
6.96,8.72,18.78,6530.5,2.04,0,CL,medium
